origem;cnpj;cnae_id;regiao;estado;media_consumo;total_consumo;mediana;desvio_pd;variancia;media_score;total_score;30/09/2021 00:00;31/10/2021 00:00;30/11/2021 00:00;31/12/2021 00:00;31/01/2022 00:00;28/02/2022 00:00
1;7898855000120.0;376.0;3;6;1872.0;11232.0;2189.5;1184.0;1402845.0;293.0;705.0;1899;4;644;3000;3205;2480
0;7929259000160.0;376.0;3;6;1474.0;8846.0;1417.5;637.0;405852.0;39.0;398.0;2253;1398;944;532;1437;2282
1;7950747000150.0;376.0;3;6;1632.0;9792.0;1712.5;1065.0;1134725.0;193.0;591.0;2830;235;1016;547;2409;2755
0;7979079000193.0;376.0;3;6;1458.0;8753.0;1376.5;924.0;855445.0;162.0;518.0;243;865;1219;1643;1534;3249
1;7981260000134.0;376.0;3;6;1234.0;7404.0;929.0;1168.0;1365976.0;121.0;423.0;1831;3433;474;226;1384;56
0;7982277000106.0;376.0;3;6;2099.0;12598.0;2541.0;848.0;720763.0;309.0;771.0;2625;2611;1048;2471;808;3035
1;8002646000110.0;376.0;3;6;1809.0;10859.0;1925.5;920.0;847110.0;103.0;544.0;3195;543;1811;2485;785;2040
0;8009258000160.0;376.0;3;6;1997.0;11986.0;1916.5;981.0;962914.0;213.0;653.0;2362;1144;3424;2915;1471;670
1;8014304000110.0;376.0;3;6;2266.0;13600.0;2369.0;1094.0;1197156.0;228.0;781.0;3492;218;1788;2246;2492;3364
0;8017622000134.0;376.0;3;6;1900.0;11400.0;2009.5;907.0;823916.0;217.0;635.0;2379;316;2373;3216;1646;1470
1;8021948000135.0;376.0;3;6;1325.0;7951.0;1260.0;852.0;726802.0;85.0;408.0;1867;2046;221;2516;653;648
0;8035932000181.0;376.0;3;6;841.0;5050.0;819.0;523.0;273908.0;41.0;247.0;829;1371;1582;50;809;409
1;8039675000237.0;376.0;3;6;1686.0;10119.0;1383.0;714.0;509867.0;201.0;613.0;1260;2701;1393;784;2608;1373
0;8042695000267.0;376.0;3;6;1998.0;11988.0;2147.5;1049.0;1102489.0;328.0;768.0;424;3226;914;2403;1892;3129
1;8046862000167.0;376.0;3;6;2059.0;12357.0;1896.0;809.0;655775.0;138.0;640.0;3235;2923;967;2193;1599;1440
0;8055681000105.0;376.0;3;6;1713.0;10282.0;1062.5;1188.0;1412125.0;254.0;631.0;472;965;3315;949;3421;1160
1;8066028000133.0;376.0;3;6;1262.0;7572.0;1099.0;814.0;662713.0;115.0;423.0;1345;316;853;2890;773;1395
0;8070525000105.0;376.0;3;6;1606.0;9639.0;1780.0;457.0;209292.0;53.0;445.0;1151;1688;1872;1990;2096;842
1;8096627000108.0;376.0;3;6;1133.0;6801.0;1061.0;735.0;540574.0;124.0;400.0;107;1145;1532;977;596;2444
0;8109314000139.0;376.0;3;6;2205.0;13234.0;2975.5;1247.0;1555777.0;302.0;788.0;2824;447;3127;3245;455;3136
1;8202316000178.0;376.0;3;6;1490.0;8940.0;1333.5;906.0;821753.0;219.0;583.0;1015;2647;1318;1349;31;2580
0;8208367000107.0;376.0;3;6;1629.0;9774.0;1351.0;976.0;953770.0;137.0;534.0;2273;1536;926;453;1166;3420
1;8248733000151.0;376.0;3;6;1560.0;9361.0;1853.0;795.0;633483.0;126.0;507.0;1792;67;2424;1914;2150;1014
0;8257927000113.0;376.0;3;6;2369.0;14218.0;2331.5;538.0;289610.0;314.0;835.0;1622;2390;2642;3332;2273;1959
1;8283783000170.0;376.0;3;6;2225.0;13353.0;2469.0;859.0;738068.0;236.0;725.0;3070;964;3009;1348;3033;1929
0;8298352000187.0;376.0;3;6;1685.0;10110.0;1682.0;901.0;813321.0;128.0;539.0;2572;1447;177;2868;1917;1129
1;8302767000187.0;376.0;3;6;1239.0;7438.0;966.0;842.0;709001.0;102.0;405.0;219;2455;744;1188;572;2260
0;8306056000180.0;376.0;3;6;1368.0;8209.0;1311.5;725.0;525816.0;105.0;439.0;1566;724;1057;2309;354;2199
1;8313812000107.0;376.0;3;6;2424.0;14546.0;2529.5;718.0;516734.0;315.0;849.0;2890;2429;2204;1037;2630;3356
0;8317921000194.0;376.0;3;6;1386.0;8317.0;1277.5;814.0;663295.0;31.0;369.0;2542;2261;255;704;1043;1512
1;8379608000180.0;376.0;3;6;1218.0;7310.0;1205.5;887.0;787928.0;131.0;429.0;203;1243;2636;1928;1168;132
0;8437949000165.0;376.0;3;6;1666.0;9998.0;1559.0;1477.0;2181530.0;317.0;683.0;138;43;3339;457;2661;3360
1;8439708000155.0;376.0;3;6;1433.0;8599.0;1289.0;751.0;564974.0;118.0;467.0;545;2551;1167;2262;1411;663
0;8443134000199.0;377.0;3;6;1361.0;8169.0;1100.0;1091.0;1191056.0;17.0;349.0;3392;625;1575;1889;136;552
1;8448358000193.0;377.0;3;6;2828.0;16972.0;2906.5;348.0;121354.0;492.0;1000.0;2383;3319;2373;2861;2952;3084
0;8457198000149.0;377.0;3;6;2211.0;13267.0;2412.5;714.0;509961.0;317.0;804.0;2474;2693;3189;1124;1436;2351
1;8470021000182.0;378.0;3;6;1836.0;11019.0;1677.5;736.0;542336.0;151.0;599.0;2628;925;1475;1880;1170;2941
0;8484597000107.0;378.0;3;6;1937.0;11623.0;2087.5;945.0;894475.0;220.0;692.0;1703;124;1927;3259;2248;2362
1;8491295000158.0;378.0;3;6;1753.0;10520.0;1890.5;1003.0;1008006.0;223.0;609.0;1835;1946;2449;856;3252;182
0;8512037000887.0;378.0;3;6;1730.0;10382.0;1832.5;1003.0;1006554.0;21.0;444.0;3496;490;1868;2105;626;1797
1;8530899000166.0;378.0;3;6;2274.0;13648.0;2688.5;1037.0;1076870.0;307.0;808.0;3026;295;2494;3335;2883;1615
0;8534647000105.0;379.0;3;6;1740.0;10442.0;1524.5;1036.0;1073802.0;190.0;614.0;793;694;715;2993;2991;2256
1;8536991000133.0;387.0;3;6;1742.0;10452.0;1657.0;836.0;699258.0;232.0;657.0;713;1299;2015;883;2843;2699
0;8541369000113.0;387.0;3;6;1187.0;7122.0;841.5;1095.0;1200004.0;110.0;400.0;2608;2670;128;461;33;1222
1;8548482000120.0;388.0;3;6;2586.0;15518.0;2629.5;786.0;618726.0;244.0;813.0;3406;1766;3480;3180;1607;2079
0;8573805000136.0;388.0;3;6;1370.0;8224.0;1335.5;871.0;759811.0;115.0;450.0;1756;1650;180;2906;711;1021
1;8574072000235.0;388.0;0;7;1491.0;8949.0;1203.5;981.0;964224.0;145.0;460.0;1116;2357;1291;3136;899;150
0;8574309000105.0;388.0;0;7;1998.0;11990.0;2798.0;1388.0;1928246.0;302.0;711.0;84;2938;3036;2658;17;3257
1;8576625000108.0;388.0;0;7;1873.0;11242.0;1708.0;918.0;843465.0;165.0;560.0;1473;479;2507;1943;3408;1432
0;8596907000177.0;388.0;0;7;1836.0;11021.0;1563.5;1015.0;1030887.0;157.0;545.0;933;1789;1338;612;3036;3313
1;8597853000164.0;389.0;0;7;1993.0;11958.0;1787.5;474.0;225012.0;160.0;580.0;1546;1706;1869;2621;2670;1546
0;8603642000197.0;389.0;0;7;1366.0;8196.0;1123.0;968.0;937553.0;0.0;288.0;3097;2058;153;988;1258;642
1;8632358000149.0;389.0;0;7;1974.0;11845.0;2190.5;1025.0;1051692.0;223.0;639.0;1461;3018;908;2961;577;2920
0;8653712000111.0;389.0;0;7;1619.0;9714.0;1439.5;1125.0;1266451.0;48.0;390.0;3097;2186;654;259;2825;693
1;8661343000290.0;389.0;0;7;2059.0;12358.0;2188.5;1051.0;1104894.0;233.0;667.0;1230;2489;1888;325;3383;3043
0;8661749000191.0;389.0;0;7;1175.0;7054.0;1517.0;755.0;570623.0;44.0;292.0;28;1472;1562;1881;1875;236
1;8683988000142.0;389.0;0;7;2154.0;12925.0;2307.5;992.0;984606.0;150.0;605.0;3459;1899;515;2716;2922;1414
0;8699857000153.0;389.0;0;7;1222.0;7336.0;933.5;656.0;430555.0;5.0;263.0;669;744;2100;564;1123;2136
1;8708981000138.0;389.0;0;7;2187.0;13123.0;2116.5;759.0;576789.0;171.0;633.0;3167;1885;1105;1540;2348;3078
0;8716252000476.0;389.0;0;7;2279.0;13678.0;2904.0;1101.0;1213607.0;301.0;769.0;1741;3003;39;3056;3034;2805
1;8719905000128.0;389.0;0;7;1488.0;8930.0;1475.0;717.0;515163.0;84.0;398.0;717;2014;724;936;2504;2035
0;8722653000196.0;389.0;0;7;1716.0;10298.0;1606.5;1230.0;1513596.0;127.0;490.0;2532;681;659;3444;238;2744
1;8724191000146.0;389.0;0;7;799.0;4795.0;625.0;611.0;373894.0;11.0;180.0;772;1647;478;65;1570;263
0;8739582000134.0;389.0;0;7;2029.0;12174.0;1842.0;426.0;181505.0;117.0;545.0;2313;1743;1902;1782;1593;2841
1;8742726000101.0;389.0;0;7;2055.0;12332.0;1703.0;861.0;741561.0;172.0;606.0;1313;3251;2023;1185;3177;1383
0;8745605000113.0;389.0;0;7;1778.0;10671.0;1927.5;332.0;110456.0;46.0;421.0;2052;1437;1898;1957;1217;2110
1;8749690000198.0;389.0;0;7;945.0;5672.0;615.0;782.0;612992.0;53.0;252.0;134;321;1667;639;2320;591
0;8758504000187.0;391.0;0;7;1631.0;9788.0;1903.0;683.0;467825.0;79.0;423.0;2251;1978;2333;828;570;1828
1;8767597000106.0;394.0;0;7;1299.0;7797.0;823.5;1157.0;1339557.0;136.0;410.0;983;3196;120;295;2539;664
0;8810271000114.0;394.0;0;7;2514.0;15088.0;2798.0;850.0;723619.0;211.0;726.0;3299;3184;2238;2821;2775;771
1;8810528000138.0;394.0;0;7;2072.0;12433.0;2292.5;1124.0;1264434.0;226.0;651.0;1649;1343;3279;3071;2936;155
0;8821197000131.0;394.0;0;7;829.0;4978.0;666.5;481.0;231867.0;-25.0;149.0;1497;439;783;550;258;1451
1;8835250000153.0;394.0;0;7;2088.0;12528.0;2366.5;993.0;987973.0;149.0;590.0;3056;1862;3108;2871;661;970
0;8856105000159.0;394.0;0;7;2416.0;14498.0;2808.0;1068.0;1141575.0;221.0;716.0;3495;1589;3341;2790;2826;457
1;8871227000114.0;394.0;0;7;1940.0;11641.0;2633.5;1214.0;1475892.0;207.0;616.0;2928;96;376;2604;2663;2974
0;8879344000124.0;394.0;0;7;1705.0;10230.0;1708.5;904.0;818830.0;8.0;367.0;3265;667;1421;2181;1996;700
1;8890594000165.0;395.0;0;7;2407.0;14446.0;2567.0;946.0;895634.0;284.0;778.0;2587;3437;433;3010;2547;2432
0;8920413000104.0;395.0;0;7;1860.0;11163.0;1819.5;1218.0;1483581.0;110.0;502.0;3021;3301;2886;481;721;753
1;8931328000133.0;395.0;0;7;2236.0;13420.0;2266.0;569.0;324778.0;51.0;523.0;3334;2267;1544;2284;2265;1726
0;8962866000195.0;395.0;0;7;1567.0;9403.0;1542.5;995.0;991131.0;16.0;346.0;3457;398;1422;618;1663;1845
1;8978379000110.0;395.0;0;7;2107.0;12645.0;2178.0;595.0;354885.0;129.0;573.0;1115;2168;3108;2188;1786;2280
0;8990878000123.0;395.0;0;7;1416.0;8498.0;1017.5;810.0;657434.0;95.0;394.0;984;823;3170;1051;1491;979
1;8999123000190.0;395.0;0;7;1758.0;10552.0;1755.5;1101.0;1212272.0;90.0;461.0;2648;253;1742;3488;1769;652
0;9068361000144.0;395.0;0;7;2194.0;13169.0;2225.0;701.0;491525.0;250.0;713.0;1248;2115;2558;3394;1519;2335
1;9073191000196.0;395.0;0;7;1787.0;10727.0;1999.5;975.0;952011.0;148.0;525.0;2423;981;183;2608;2956;1576
0;9084645000124.0;395.0;0;7;1692.0;10153.0;1204.0;938.0;881635.0;166.0;523.0;928;924;2628;3294;1480;899
1;9111440000190.0;395.0;0;7;1324.0;7945.0;876.5;952.0;907524.0;76.0;356.0;797;670;865;888;3407;1318
0;9138165000107.0;395.0;0;7;1214.0;7287.0;1433.5;642.0;413448.0;17.0;273.0;1079;1823;1788;1827;462;308
1;9144034000124.0;395.0;0;7;2007.0;12046.0;2225.0;821.0;675256.0;107.0;530.0;2127;2224;2226;262;2299;2908
0;9152170000166.0;395.0;0;7;2166.0;12996.0;2510.0;877.0;769960.0;226.0;683.0;1366;2253;2811;2767;664;3135
1;9173660000149.0;395.0;0;7;1227.0;7367.0;1014.0;921.0;848869.0;83.0;342.0;184;3173;1006;1022;1081;901
0;9178472000103.0;395.0;0;7;1922.0;11532.0;1991.0;730.0;532939.0;120.0;526.0;919;1242;1970;2182;3207;2012
1;9209385000176.0;398.0;0;7;2124.0;12747.0;1901.0;440.0;193918.0;177.0;625.0;1753;2703;1717;1848;2772;1954
0;9220610000175.0;402.0;0;7;1516.0;9096.0;1112.0;939.0;883200.0;78.0;398.0;952;3329;2091;1272;893;559
1;9229806000120.0;403.0;0;7;1095.0;6572.0;1152.0;659.0;435005.0;20.0;251.0;718;1930;1586;1682;393;263
0;9233238000131.0;403.0;0;7;2634.0;15805.0;2516.5;540.0;292384.0;247.0;787.0;2706;3188;2327;3456;1958;2170
1;9233884000107.0;403.0;0;7;1897.0;11385.0;2005.0;947.0;897993.0;151.0;552.0;2352;1658;815;2993;616;2951
0;9241429000145.0;403.0;0;7;1248.0;7492.0;1116.0;565.0;319626.0;19.0;282.0;746;1649;1048;598;1184;2267
1;9244496000113.0;403.0;0;7;1959.0;11756.0;2194.5;746.0;556854.0;144.0;557.0;2432;1477;2873;2354;2035;585
0;9250034000290.0;403.0;0;7;1750.0;10500.0;1880.0;1056.0;1116311.0;146.0;515.0;2256;1504;3111;484;2769;376
1;9256137000186.0;407.0;0;7;2522.0;15134.0;2629.0;764.0;585127.0;268.0;800.0;1491;3296;3308;1781;2055;3203
0;9269005000199.0;408.0;0;7;1478.0;8869.0;1340.5;751.0;565335.0;76.0;388.0;1588;1872;864;591;2861;1093
1;9271019000147.0;420.0;0;7;1502.0;9017.0;1385.0;1088.0;1184211.0;147.0;464.0;73;2749;2883;542;1956;814
0;9286065000110.0;477.0;0;7;1431.0;8586.0;1494.5;1166.0;1360000.0;205.0;507.0;566;2747;163;104;2423;2583
1;9287796000180.0;477.0;0;7;1950.0;11705.0;2165.0;477.0;228269.0;155.0;567.0;1246;2333;2168;2459;1337;2162
0;9288405000141.0;479.0;0;7;1971.0;11827.0;2193.5;1068.0;1142449.0;164.0;580.0;2585;3137;1802;3060;983;260
1;9291141000185.0;479.0;0;7;1582.0;9495.0;1785.5;1002.0;1005894.0;90.0;424.0;1969;2025;742;3157;0;1602
0;9298489000102.0;479.0;0;7;2007.0;12047.0;2107.0;645.0;416966.0;164.0;588.0;1339;2930;1956;2258;2502;1062
1;9304638000190.0;479.0;0;7;1695.0;10170.0;1672.5;1123.0;1261576.0;119.0;477.0;3068;382;2910;2369;976;465
0;9308234000175.0;481.0;0;7;1582.0;9495.0;1449.0;743.0;552180.0;109.0;443.0;711;1121;1671;3094;1370;1528
1;9361565000179.0;481.0;0;7;1525.0;9151.0;1580.5;890.0;792276.0;57.0;379.0;2431;2260;901;723;337;2499
0;9371520000185.0;481.0;0;7;1412.0;8477.0;1251.5;1119.0;1253448.0;65.0;363.0;2493;508;339;158;2984;1995
1;9382195000156.0;489.0;0;7;1921.0;11526.0;1785.0;916.0;839297.0;225.0;630.0;1084;3164;823;1229;2885;2341
0;9384493000185.0;504.0;0;7;1702.0;10212.0;1467.5;1085.0;1177238.0;173.0;533.0;268;890;965;1970;2906;3213
1;9388110000147.0;534.0;0;7;2043.0;12260.0;2081.5;1075.0;1156315.0;182.0;613.0;1676;3302;1982;3097;2181;22
0;9389182000109.0;535.0;0;7;2053.0;12320.0;1947.0;1093.0;1195645.0;96.0;529.0;3450;1059;2152;3392;1742;525
1;9391035000173.0;535.0;0;7;1654.0;9926.0;1532.5;780.0;609169.0;106.0;455.0;760;1828;1911;3143;1237;1047
0;9402872000231.0;535.0;0;7;1714.0;10286.0;1797.5;946.0;894935.0;167.0;528.0;671;1910;2595;396;3029;1685
1;9413829000190.0;535.0;0;7;2092.0;12552.0;1910.0;715.0;512039.0;176.0;617.0;1772;1563;2048;2897;3145;1127
0;9422604000109.0;535.0;0;7;2222.0;13334.0;2817.5;1120.0;1255019.0;299.0;754.0;122;1339;3057;3181;2902;2733
1;9423787000179.0;535.0;0;7;1870.0;11220.0;2360.0;1137.0;1293721.0;138.0;532.0;2875;2467;147;3013;2253;465
0;9445377000129.0;535.0;0;7;1790.0;10741.0;1818.5;788.0;621378.0;151.0;529.0;1100;1586;2666;2752;2051;586
1;9452752000168.0;535.0;0;7;1626.0;9759.0;1492.5;593.0;352033.0;94.0;437.0;1334;2640;746;1545;2054;1440
0;9454184000134.0;535.0;0;7;1790.0;10741.0;2178.0;1119.0;1253213.0;222.0;600.0;357;3183;1881;244;2475;2601
1;9475652000157.0;535.0;0;7;2211.0;13269.0;2298.0;842.0;709169.0;238.0;691.0;1925;2887;2671;1417;3383;986
0;9486619000122.0;535.0;0;7;1497.0;8982.0;1154.0;1113.0;1238998.0;129.0;445.0;1427;505;3428;2444;881;297
1;9492461000101.0;535.0;0;7;2274.0;13648.0;2116.5;446.0;199579.0;183.0;663.0;1786;1876;2978;2068;2775;2165
0;9531584000104.0;535.0;0;7;1871.0;11227.0;1858.0;780.0;609659.0;167.0;562.0;949;2070;929;2671;2962;1646
1;9538717000166.0;535.0;0;7;1113.0;6679.0;1143.0;542.0;294461.0;19.0;254.0;1225;177;1353;877;1061;1986
0;9559697000100.0;535.0;0;7;1758.0;10549.0;1482.5;706.0;499042.0;157.0;528.0;1436;2561;1529;2867;1217;939
1;10144689000181.0;535.0;0;7;2023.0;12139.0;2300.0;1205.0;1453849.0;168.0;595.0;2636;1964;3061;3489;966;23
0;10172069000156.0;536.0;0;7;2424.0;14549.0;2616.0;496.0;246214.0;235.0;732.0;2692;2609;2623;3030;1498;2097
1;10228933000194.0;536.0;3;8;2050.0;12300.0;2165.5;719.0;518140.0;226.0;726.0;2654;1718;2613;1640;823;2852
0;10342299000116.0;536.0;3;8;1561.0;9368.0;1434.0;1106.0;1223754.0;124.0;505.0;2935;237;454;2034;834;2874
1;10346235000193.0;542.0;3;8;1830.0;10983.0;1641.5;971.0;944302.0;223.0;670.0;957;1728;627;3479;1555;2637
0;10367447000157.0;542.0;3;8;1626.0;9757.0;1596.5;732.0;536870.0;34.0;431.0;2810;2078;710;2008;966;1185
1;10378221000151.0;559.0;3;8;2274.0;13649.0;2488.5;1088.0;1184978.0;225.0;725.0;3265;280;3315;3106;1871;1812
0;10405762000121.0;559.0;3;8;1713.0;10283.0;1890.5;697.0;486266.0;146.0;564.0;434;2179;2608;1281;1807;1974
1;10440372000192.0;559.0;3;8;1761.0;10569.0;1891.5;717.0;514480.0;125.0;555.0;2409;416;1614;1445;2516;2169
0;10443566000141.0;559.0;3;8;1498.0;8990.0;1565.0;1148.0;1318137.0;275.0;605.0;228;2774;2360;128;2730;770
1;10445656000171.0;559.0;3;8;1378.0;8271.0;1008.0;1014.0;1029106.0;192.0;495.0;328;2755;446;2726;1337;679
0;10460702000101.0;560.0;3;8;1638.0;9830.0;1476.5;958.0;919534.0;222.0;622.0;802;1257;1696;348;2832;2895
1;10463981000167.0;560.0;3;8;1881.0;11287.0;1550.5;747.0;559106.0;155.0;614.0;1457;1149;3402;1644;1456;2179
0;10469536000104.0;563.0;3;8;1614.0;9685.0;1203.0;928.0;861902.0;153.0;547.0;2155;852;1118;3440;1288;832
1;10472812000193.0;563.0;3;8;2268.0;13610.0;2544.0;1041.0;1084673.0;317.0;817.0;2176;163;2064;2967;2912;3328
0;10478521000102.0;563.0;3;8;968.0;5812.0;701.0;974.0;949824.0;87.0;323.0;1003;3040;718;307;684;60
1;10481653000193.0;565.0;3;8;1325.0;7955.0;1163.0;858.0;736257.0;211.0;535.0;1191;1135;2412;2407;6;804
0;10483282000189.0;567.0;3;8;900.0;5402.0;644.0;722.0;521613.0;83.0;303.0;107;638;953;649;2416;639
1;10496990001550.0;567.0;3;8;2056.0;12341.0;2474.5;1328.0;1764783.0;215.0;667.0;3119;3231;1830;197;3492;472
0;10500523000150.0;567.0;3;8;2012.0;12075.0;2041.5;816.0;665913.0;311.0;754.0;1162;1016;3392;1720;2363;2422
1;10503673000118.0;568.0;3;8;947.0;5683.0;890.0;584.0;342002.0;12.0;243.0;1643;154;990;790;1720;386
0;10510259000136.0;571.0;3;8;1842.0;11054.0;2221.0;833.0;694967.0;198.0;604.0;2249;2325;2864;2193;865;558
1;10510863000162.0;572.0;3;8;2159.0;12955.0;1971.0;845.0;715507.0;212.0;687.0;1827;788;3385;3013;1978;1964
0;10532714000102.0;575.0;3;8;1307.0;7845.0;722.0;1275.0;1627189.0;210.0;529.0;858;3177;120;586;135;2969
1;10572095000171.0;577.0;3;8;1648.0;9888.0;1276.0;1053.0;1109883.0;224.0;587.0;1095;2923;3181;941;1457;291
0;10576590000159.0;579.0;3;8;1466.0;8799.0;1753.5;730.0;532914.0;53.0;410.0;819;2068;2070;224;1439;2179
1;10577634000165.0;579.0;3;8;1023.0;6142.0;1102.5;405.0;164267.0;23.0;273.0;1070;411;1135;1145;678;1703
0;10601476000131.0;581.0;3;8;1636.0;9817.0;1145.5;1058.0;1119365.0;110.0;509.0;3254;607;728;2937;1002;1289
1;10615682000109.0;581.0;3;8;1843.0;11063.0;1790.5;1036.0;1073565.0;298.0;704.0;1137;3149;2931;2444;496;906
0;10632605000159.0;582.0;3;8;1734.0;10404.0;1735.5;1069.0;1144793.0;225.0;606.0;1542;1044;3472;2380;37;1929
1;10640323000101.0;582.0;3;8;1676.0;10059.0;1500.0;892.0;796072.0;241.0;610.0;578;2450;3167;864;1383;1617
0;10650150000102.0;582.0;3;8;2273.0;13638.0;2479.5;656.0;430887.0;315.0;815.0;2247;3075;2712;2748;1210;1646
1;10652903000100.0;582.0;3;8;2397.0;14384.0;2490.5;716.0;513262.0;327.0;855.0;1589;1449;3489;2876;2280;2701
0;10653842000104.0;582.0;3;8;1623.0;9743.0;1554.5;443.0;197045.0;145.0;541.0;1260;1533;1589;2561;1224;1576
1;10653957000190.0;583.0;3;8;2342.0;14053.0;2696.5;960.0;921721.0;301.0;873.0;2939;3328;733;2454;1406;3193
0;10658569000100.0;583.0;3;8;1826.0;10958.0;1773.5;442.0;195813.0;52.0;497.0;2486;1574;1973;2215;1527;1183
1;10659768000125.0;583.0;3;8;1543.0;9262.0;1549.5;742.0;551299.0;37.0;413.0;2498;1832;1035;347;2283;1267
0;10667958000194.0;586.0;3;8;1805.0;10832.0;1549.0;1078.0;1163518.0;143.0;584.0;3095;65;1373;3201;1656;1442
1;10673164000133.0;586.0;3;8;1897.0;11387.0;2021.5;750.0;563884.0;217.0;635.0;2477;2592;900;2780;1566;1072
0;10673285000185.0;586.0;3;8;2559.0;15356.0;2507.5;598.0;357914.0;318.0;881.0;2496;2519;2273;1538;3367;3163
1;10675950000170.0;586.0;3;8;2423.0;14540.0;2557.0;921.0;849145.0;346.0;879.0;1406;3410;1232;1957;3157;3378
0;10709315000166.0;586.0;3;8;1676.0;10057.0;1622.5;1167.0;1363655.0;306.0;675.0;617;2385;161;3025;3009;860
1;10710478000169.0;586.0;3;8;1193.0;7161.0;978.0;747.0;558647.0;84.0;375.0;1201;2024;755;617;252;2312
0;10710638000170.0;586.0;3;8;1589.0;9538.0;1793.0;774.0;599892.0;128.0;516.0;1769;1817;2566;2019;1290;77
1;10721035000173.0;586.0;3;8;1929.0;11576.0;1960.5;841.0;708731.0;319.0;743.0;1403;2889;1110;2832;824;2518
0;10721824000104.0;586.0;3;8;1646.0;9876.0;1758.0;1007.0;1016022.0;225.0;587.0;59;2297;2463;2957;1219;881
1;10731869000240.0;586.0;3;8;1989.0;11939.0;2082.0;1244.0;1548006.0;331.0;769.0;1056;3185;262;3108;1004;3324
0;10733365000189.0;586.0;3;8;1447.0;8684.0;1079.5;917.0;842527.0;136.0;490.0;800;1312;847;3358;700;1667
1;10740078000104.0;586.0;3;8;1824.0;10946.0;1925.0;1213.0;1472808.0;205.0;606.0;3142;527;3080;1020;2830;347
0;10744150000163.0;586.0;3;8;1222.0;7332.0;874.0;708.0;502018.0;-5.0;292.0;2617;596;770;734;1637;978
1;10753266000169.0;586.0;3;8;1494.0;8964.0;1061.0;1129.0;1275055.0;119.0;483.0;3017;1246;3037;602;186;876
0;10754817000109.0;586.0;3;8;1324.0;7949.0;1165.5;789.0;623321.0;103.0;426.0;570;1544;1541;2853;790;651
1;10755284000180.0;586.0;3;8;1338.0;8029.0;1039.0;1144.0;1309348.0;93.0;420.0;3138;2514;1377;701;130;169
0;10792755000120.0;586.0;3;8;1243.0;7462.0;954.5;1010.0;1020431.0;107.0;410.0;1439;502;3279;417;418;1407
1;10801656000167.0;586.0;3;8;1727.0;10362.0;1787.5;723.0;522947.0;124.0;546.0;2078;1716;1859;1383;2861;465
0;10806520000140.0;586.0;3;8;1988.0;11931.0;2002.5;715.0;511994.0;222.0;660.0;2593;1700;2305;1552;2966;815
1;10812941000183.0;586.0;3;8;2034.0;12206.0;1826.5;864.0;746665.0;139.0;636.0;3275;1569;890;3019;2084;1369
0;10827209000187.0;586.0;3;8;1933.0;11602.0;2027.5;951.0;906211.0;118.0;590.0;3495;2339;1333;1881;2174;380
1;10834651000130.0;586.0;3;8;2148.0;12890.0;2078.5;985.0;970287.0;226.0;699.0;3228;3488;899;2417;1740;1118
0;10838056000173.0;586.0;3;8;1966.0;11796.0;2342.5;918.0;843819.0;374.0;807.0;1538;2347;2338;114;2715;2744
1;10850374000150.0;586.0;3;8;2170.0;13025.0;2133.0;815.0;665824.0;247.0;724.0;1215;2126;2963;1190;3391;2140
0;10852534000108.0;586.0;3;8;2168.0;13011.0;2171.5;897.0;805483.0;331.0;808.0;1789;2938;1058;3489;1183;2554
1;10853108000180.0;586.0;3;8;1780.0;10682.0;1893.0;934.0;872553.0;154.0;588.0;191;3176;1263;2266;1552;2234
0;10854499000158.0;586.0;3;8;2014.0;12084.0;2246.0;1407.0;1981865.0;327.0;770.0;280;436;3417;3459;3302;1190
1;10858416000107.0;586.0;3;8;1839.0;11039.0;1951.5;792.0;627280.0;197.0;602.0;2635;2578;1321;1335;2568;602
0;10858655000159.0;586.0;3;8;1912.0;11477.0;1957.5;834.0;695748.0;135.0;602.0;3308;1627;808;1126;2320;2288
1;10861082000112.0;586.0;3;8;1014.0;6087.0;961.0;646.0;417844.0;32.0;280.0;2063;1559;289;254;941;981
0;10864300000172.0;586.0;3;8;1587.0;9523.0;1142.0;1349.0;1820758.0;118.0;505.0;3468;148;505;396;1779;3227
1;10872204000176.0;586.0;3;8;1756.0;10538.0;1194.5;1115.0;1243264.0;230.0;659.0;1089;1052;3490;1300;519;3088
0;10935189000168.0;586.0;3;8;1945.0;11674.0;1931.0;1124.0;1263554.0;182.0;657.0;3392;749;502;3169;2419;1443
1;11103260000109.0;586.0;3;8;1400.0;8404.0;1222.0;979.0;960280.0;126.0;468.0;1160;437;526;3389;1284;1608
0;11221464000144.0;586.0;3;8;1761.0;10568.0;1450.5;750.0;563288.0;154.0;584.0;2484;3047;1009;1127;1304;1597
1;11224876000138.0;586.0;3;8;2274.0;13649.0;2679.0;1041.0;1084045.0;216.0;717.0;3162;1196;3266;3200;2196;629
0;11230079000244.0;586.0;3;8;1548.0;9293.0;1223.5;831.0;691174.0;149.0;527.0;576;2154;1283;3082;1164;1034
1;11244079000112.0;586.0;3;8;1825.0;10954.0;1584.5;1079.0;1164279.0;232.0;633.0;1718;1209;1451;3159;3233;184
0;11244265000151.0;586.0;3;8;1919.0;11514.0;2218.0;1246.0;1553390.0;231.0;653.0;28;531;2263;3403;3116;2173
1;11255324000197.0;586.0;3;8;1642.0;9852.0;1484.0;1135.0;1289558.0;229.0;590.0;347;3485;1703;2642;410;1265
